ransac_thr,max_iters,n,rate_pct,mi_mean,ef1_mean,chamfer_mean,time_mean_s,matches_mean,inliers_mean
2.0,2000,50,86.0,0.23993693358876883,0.4915147816551078,13.543655228806024,0.24253989000004367,89.04,37.68
2.0,10000,50,86.0,0.23993693358876883,0.4915147816551078,13.543655228806024,0.2424465140000393,89.04,37.68
5.0,2000,50,84.0,0.23520929930202622,0.49020362099973547,14.827421360097647,0.24235624200007805,89.04,58.36
5.0,10000,50,84.0,0.23520929930202622,0.49020362099973547,14.827421360097647,0.2423099440000624,89.04,58.36
