pair_id,platform,method,error_px
DJI_00770203,B,MI,109.56564331054688
DJI_00770203,B,MI,239.30841064453125
DJI_00770203,B,MI,428.67742919921875
DJI_00770203,B,MI,127.35292053222656
DJI_00770203,B,LoFTR,0.09686856716871262
DJI_00770203,B,LoFTR,125.5546875
DJI_00770203,B,LoFTR,14.29240894317627
DJI_00770203,B,LoFTR,61.90486145019531
DJI_00770203,B,LoFTR,262.891845703125
DJI_00770203,B,LoFTR,3.830066204071045
DJI_00770203,B,LoFTR,0.4737796485424042
DJI_00770203,B,LoFTR,269.6633605957031
DJI_00770203,B,LoFTR,413.9465637207031
DJI_00770203,B,LoFTR,129.1021270751953
DJI_00770203,B,ECC+MI,110.97852325439453
DJI_00770203,B,ECC+MI,87.97288513183594
DJI_00770203,B,ECC+MI,117.67584991455078
DJI_00770203,B,ECC+MI,108.93812561035156
DJI_00770203,B,ECC+MI,161.42747497558594
DJI_00770203,B,ECC+MI,111.09968566894531
DJI_00770203,B,ECC+MI,109.56564331054688
DJI_00770203,B,ECC+MI,239.30841064453125
DJI_00770203,B,ECC+MI,428.67742919921875
DJI_00770203,B,ECC+MI,127.35292053222656
DJI_00770287,B,ECC,367.8804931640625
DJI_00770287,B,ECC,362.1258239746094
DJI_00770287,B,ECC,380.80230712890625
DJI_00770287,B,ECC,373.7688903808594
DJI_00770287,B,ECC,373.72381591796875
DJI_00770287,B,ECC,200.4001922607422
DJI_00770287,B,ECC,142.81570434570312
DJI_00770287,B,ECC,46.217254638671875
DJI_00770287,B,ECC,67.02593231201172
DJI_00770287,B,ECC,34.89656448364258
DJI_00770287,B,MI,15.2597017288208
DJI_00770287,B,MI,14.354336738586426
DJI_00770287,B,MI,16.903156280517578
DJI_00770287,B,MI,16.041549682617188
DJI_00770287,B,MI,16.745807647705078
DJI_00770287,B,MI,66.6728286743164
DJI_00770287,B,MI,14.26077938079834
DJI_00770287,B,MI,2.039795398712158
DJI_00770287,B,MI,6.344518184661865
DJI_00770287,B,MI,5.866493225097656
DJI_00770287,B,LoFTR,0.2944408357143402
DJI_00770287,B,LoFTR,1.1704227924346924
DJI_00770287,B,LoFTR,2.0824947357177734
DJI_00770287,B,LoFTR,0.4418981671333313
DJI_00770287,B,LoFTR,1.6845035552978516
DJI_00770287,B,LoFTR,62.196868896484375
DJI_00770287,B,LoFTR,0.7794221639633179
DJI_00770287,B,LoFTR,1.7447776794433594
DJI_00770287,B,LoFTR,12.094883918762207
